Sub 0 RXTX 0/0,Sub 1 RXTX 0/0,Sub 2 RXTX 0/0,Sub 3 RXTX 0/0,Sub 4 RXTX 0/0,Sub 5 RXTX 0/0,Sub 6 RXTX 0/0,Sub 7 RXTX 0/0,Sub 8 RXTX 0/0,Sub 9 RXTX 0/0,Sub 10 RXTX 0/0,Sub 11 RXTX 0/0,Sub 12 RXTX 0/0,Sub 13 RXTX 0/0,Sub 14 RXTX 0/0,Sub 15 RXTX 0/0,Sub 16 RXTX 0/0,Sub 17 RXTX 0/0,Sub 18 RXTX 0/0,Sub 19 RXTX 0/0,Sub 20 RXTX 0/0,Sub 21 RXTX 0/0,Sub 22 RXTX 0/0,Sub 23 RXTX 0/0,Sub 24 RXTX 0/0,Sub 25 RXTX 0/0,Sub 26 RXTX 0/0,Sub 27 RXTX 0/0,Sub 28 RXTX 0/0,Sub 29 RXTX 0/0,Sub 30 RXTX 0/0,Sub 31 RXTX 0/0,Sub 32 RXTX 0/0,Sub 33 RXTX 0/0,Sub 34 RXTX 0/0,Sub 35 RXTX 0/0,Sub 36 RXTX 0/0,Sub 37 RXTX 0/0,Sub 38 RXTX 0/0,Sub 39 RXTX 0/0,Sub 40 RXTX 0/0,Sub 41 RXTX 0/0,Sub 42 RXTX 0/0,Sub 43 RXTX 0/0,Sub 44 RXTX 0/0,Sub 45 RXTX 0/0,Sub 46 RXTX 0/0,Sub 47 RXTX 0/0,Sub 48 RXTX 0/0,Sub 49 RXTX 0/0,Sub 50 RXTX 0/0,Sub 51 RXTX 0/0,Sub 52 RXTX 0/0,Sub 53 RXTX 0/0,Sub 54 RXTX 0/0,Sub 55 RXTX 0/0,Sub 56 RXTX 0/0,Sub 57 RXTX 0/0,Sub 58 RXTX 0/0,Sub 59 RXTX 0/0,Sub 60 RXTX 0/0,Sub 61 RXTX 0/0,Sub 62 RXTX 0/0,Sub 63 RXTX 0/0
49.92367920008414,51.678192898771314,54.70507512757265,55.423298744161784,55.69908546916047,55.72686929726885,55.61227835609092,55.23486332343228,55.016301826849975,54.60383598237594,54.36893809463851,53.740477791901704,53.216502030686,52.8617118786185,52.369652991029795,51.7812766131521,51.39441424404119,51.029993607611175,51.24040991261754,51.306585636251,51.64117797224704,51.45833235818536,51.92483819902663,52.06591131732331,52.324471811234936,52.599759281579175,52.96774846740312,53.408405498123315,80.23732713055449,91.04108131960997,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,54.52499443316282,54.04205758616311,53.631172417139496,53.75235508675358,53.868555291847244,53.75943300958664,54.12804822421319,54.46850814465528,54.77562563149138,55.07901726456289,55.46469863699478,55.8168233546965,56.199495911800774,56.649013467408544,57.20299909331794,57.50528450616544,57.864823884923226,58.27253575036424,58.488274609310906,58.556675294102234,58.62232782394077,58.62013244693155,58.43172957234695,58.144373915653645,57.86235213375293,57.02571831503989,55.686909100746135,51.7991068258459
49.92367920008414,51.14884416935334,54.19506359795917,54.991507552345176,55.349609910025094,55.172658546482666,55.02559573258292,54.80733993008486,54.52407508061245,54.01071248331359,53.74763005492035,53.12568722342523,52.410082595646166,51.811630412809784,51.0862251997493,50.31432703267206,49.380591689360934,48.66435033179107,48.25400150206339,48.23715436886529,48.10837151140488,48.39936611231559,48.55331344786106,49.10544367818869,49.453750195528954,49.818774752168686,49.86744869859179,50.58805486675907,80.23732713055449,91.06631451686513,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,55.01716371633598,54.75874489319437,54.58687695618518,54.72548757183384,54.64717514550556,54.5814360513074,54.750214395335405,54.740194753537764,54.7231461880794,55.102044112556115,55.34546439654068,55.442491694164104,55.81544628412342,56.13732970446097,56.73578400877883,57.10362803346826,57.48327599231048,57.84463943208175,58.00023853098524,58.23710223001284,58.197551092358985,58.1269481813574,58.00399487423098,57.77839894422396,57.34743039673007,56.59083876372705,55.05026458262775,51.29061192369968
49.92367920008414,52.20134249570252,55.237282624697144,56.07227629298564,56.46764344789,56.430270568095466,56.34603207375447,56.054623551026395,55.93485442184617,55.46397051715522,55.19400048858565,54.737409033412376,54.08180585053862,53.77643135805374,53.359571024781964,52.840357411097855,52.239473932654754,52.039163593896006,51.83887384111104,52.199510857553165,52.392944728215895,52.71341996739922,53.289195870289035,53.66432296791825,54.02338774575134,54.20978355694903,54.51216721892592,54.95606771562276,80.23732713055449,91.01615116337035,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,56.65237546873377,56.274856807554485,56.121754184388266,56.23953929968235,56.28635130769736,56.20131889059466,56.28642279742557,56.133258568454984,56.133258568454984,56.53081240494074,56.74309888941477,56.99013431612882,57.383944354048275,57.642448964682494,58.168541839667334,58.52046092437145,58.848950080956115,59.16839641301155,59.31909220964321,59.45384377017952,59.3776906825505,59.18921613526578,59.0988643799297,58.749552826079345,58.31591455222345,57.41058582087629,55.88878734308317,52.0494977761382
49.92367920008414,52.774716850428256,55.46820177800267,56.41954741308326,56.65412118002188,56.56222816103602,56.3199744580166,56.250344958952034,55.73966408242126,55.46831274685501,55.1140738074652,54.48243959815444,53.68030138196474,53.01186313541936,52.42076573951983,51.69115780235715,51.201427128224594,50.02878497871973,50.17388146545963,49.72003702510512,49.740324610220554,49.72480549876476,49.89703378729001,49.863999623824064,50.45518562884493,50.77720285841468,50.923872536188114,50.23474695673157,80.23732713055449,90.96722435114512,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,53.787938551096836,54.1773899682032,54.449187537732556,54.73780293476931,54.472402293042315,54.76718621917741,54.75445994014188,54.92659833326381,55.22607226370647,55.51449997972875,55.906746805752014,55.752167199306236,56.614425733158214,57.05278559542188,57.493010302548335,57.809686253417496,58.28402078491593,58.56407429766129,59.13290795268913,59.014419737428206,59.15613499855803,59.20449446664915,58.98256636649836,58.71456757908662,58.40858554041879,57.60534058643887,56.30380069488489,52.67171728403014
49.92367920008414,52.77345578282858,56.19202934392714,56.95734649381802,57.37791968978213,57.40237910610345,57.39819877123411,57.04298975544192,57.06322556690913,56.53289714821126,56.34099239251701,55.792541204490206,55.371854442723276,54.98553139450757,54.318347985631775,53.74178074784558,53.13709074655722,52.68521809482364,52.27809604075215,52.26733910127892,52.11152591328681,52.079465809889726,52.35076242305246,52.48662192807231,52.82794256016391,52.760686932078286,52.64747008353527,53.205388438429324,80.23732713055449,90.9432399004477,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,56.17575871851027,55.84133258592389,55.71813608721824,55.64024207044076,55.8732924660681,55.56433975582597,55.84668124273811,55.655184324897355,55.88876495913499,56.09607213787765,56.24988152750478,56.60070124006318,56.91479339403794,57.0914185914198,57.801624365784235,57.99188864576873,58.27517244027994,58.751336397741525,58.77779529038743,58.992036289111994,59.15957252873457,58.94584643933779,59.0888427898657,58.743200143170576,58.402924496436924,57.83459057171253,56.404138527079645,52.61957184658848
49.92367920008414,51.98219823720986,54.99054421197101,56.0919407628991,56.268841782393565,56.466203292656296,56.29914962382618,56.13804836586244,55.948177959965705,55.67282865458203,55.14924774383595,54.7883478072901,54.00332449535355,53.65482368977669,53.07119343417042,52.26385927030375,51.70103227682449,50.564360174790686,50.69301714524998,50.297124182905215,50.021358113360996,50.10367809851715,49.95538673987773,49.8293122082553,50.29975962495406,50.42484942950897,50.56821032032579,51.242955046659475,80.23732713055449,90.99153014041332,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,54.495863808375674,54.16668793797132,54.010436522864154,54.10832886968038,53.74924227143176,53.9031676847084,53.61463402366721,53.77076655554308,54.067530177241274,54.23122943007486,54.501258867319535,54.56259724266473,55.30364929269269,55.71964908538839,56.22497931789137,56.66829549934999,57.14425327551743,57.28790292357029,57.911851982534905,57.87943385113297,58.18196851674543,57.994404946188666,57.995073416504965,57.747577681660246,57.412784794292754,56.83951626530332,55.46801682361427,51.928628292154585
49.92367920008414,52.293285304713265,55.22457275186834,56.27156853304163,56.61722789576507,56.699079370482586,56.69527002217243,56.64284616658668,56.37666813504282,56.14417329665366,55.87065215597566,55.57288194905607,54.88790358364855,54.54018152225777,54.13356771970332,53.69957607346053,53.25523873011108,52.49895116071559,52.54731713185465,52.4626462904134,52.426010527382516,52.24504574854236,52.2927217882129,52.285492048239234,52.64480169442849,52.91604140563197,52.97517588323505,53.53773942046363,80.23732713055449,90.96722435114512,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,55.530439554722705,55.017779246976474,54.66932833741636,54.65159697646179,54.2161708710928,54.14547196293471,53.95726423813284,54.19765806330483,54.329516623273264,54.58729985211186,54.93834322971857,54.822402521202555,55.48792197607998,55.93438929499055,56.50817301235798,56.939115288056,57.45316086039551,57.73219445008513,58.17677729547203,58.2629513504488,58.388723783677094,58.498136012683915,58.28640565490179,57.992281698347185,57.71341237393743,56.99557641323991,55.704320171807325,52.072195298329156
49.92367920008414,52.976904932465565,56.18945060568562,57.004138023689926,57.544224958660884,57.458622124425965,57.412099212361426,57.36792366497178,57.03052235326844,56.81141700151075,56.5788252093272,56.008858103682485,55.4900939608532,54.96520056367022,54.45107360258192,53.987487800453394,53.48265911123662,52.825088235903706,52.7932466544261,52.597491269390986,52.48711185083474,52.30500011841471,52.301345828169346,52.418899951557385,52.50346800440827,52.63853752946098,52.75829434043522,53.10315131019148,80.23732713055449,90.96722435114512,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,53.94843769764091,53.45922379138341,53.1856624064401,53.08956915182665,52.991868529177424,52.786850227256835,53.099642753158605,53.14730733844783,53.601331280653824,53.82812819952085,54.18529981626068,54.40816233827707,55.10642849484944,55.609152175469404,56.261606575404606,56.815198202990096,57.333353183023945,57.841435178252915,58.254449432790445,58.49520757826541,58.51425305909728,58.6165984231919,58.5530165111504,58.4120550016377,58.25431311093805,57.43758197901461,56.2590688332844,52.61999948651827
49.92367920008414,52.84171207664465,56.13060234271764,56.95616496993366,57.17874290714952,57.3175632701777,57.17087724927019,56.95938496067911,56.831551478893026,56.26895457670009,56.189116406075485,55.74009262916509,55.33981658440014,55.1669531288087,54.597015110150046,54.23778172901738,53.63762358869376,53.310667533479645,53.24202175438452,53.064035803800415,52.903418495244104,53.15426612611945,53.21776502324557,53.40796959675007,53.49724222634397,53.51026723284182,53.6275382401455,53.837669089341766,80.23732713055449,90.96722435114512,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,54.25366273871219,53.85909994786097,53.62218500326052,53.62212841974913,53.75519129870324,53.6054229481578,53.806398958992965,53.862581194986284,53.95244245096765,54.40335938853548,54.639183594001544,55.04232920847695,55.47087657065089,56.14597744764523,56.89064555284253,57.33197265106569,57.81310802912424,58.21668746202658,58.58905169369437,58.78922012167608,58.97442889382291,59.02147088008253,59.031562118509164,58.781338593593745,58.48007352900285,57.8557539114489,56.56312899407577,52.71221074518209
49.92367920008414,53.46712781148948,56.40466529581326,57.203784634087114,57.704963334340576,57.53338651615404,57.49063488247508,57.45590015265257,56.956086190244534,56.842967633789215,56.722641516405346,56.24142810426346,55.700055767617876,55.407760552781475,55.15016325332784,54.81431161829954,54.40350119100418,53.830429993057436,54.034808532373404,53.978514035597,54.028320401163256,54.05907864450175,54.05907864450175,54.36912866801084,54.69601132113826,54.99605988419715,55.17293570223294,54.82865011922548,80.23732713055449,91.01615116337035,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,53.481061716975525,53.975385350613735,54.51652903973599,54.61506030078289,54.37401719156305,54.19574128303802,54.33969739328581,54.33060627341086,54.68610191043255,54.84341130957462,55.26806926119665,55.49078091633581,56.210931552589614,56.78333514166021,57.40181037453737,57.8850563179526,58.56183112375176,59.03101387072468,59.573706829580225,59.73527313160413,59.83484204942849,59.95299034659162,59.78593608012119,59.569215470604334,59.32557469915534,58.51192893773313,57.13725687267481,53.501898499993345
49.92367920008414,51.061364795103884,54.12541182632849,55.30446881047111,55.63842846749692,55.85058962336707,55.693095215632404,55.02990790576344,55.39216656917467,55.00210394411851,54.469253112427495,54.01803627110751,53.57359215978435,53.236171254594986,52.627476376981846,51.64189220875209,51.112524293047905,50.506928922592344,50.366967485740645,50.13494493492967,50.31892987710475,51.491729086570494,50.87586225287474,51.21428518367963,51.74431983731865,51.98596611360443,52.32411578420846,52.57296899895552,80.23732713055449,90.99153014041332,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,53.44238966223884,53.186058640550556,52.993438354972895,53.066930278565714,52.83818906693142,52.65150497310647,52.329376925857,52.01992164273351,52.344995671759676,52.410606158912,52.71555853611332,52.91450994501753,53.51641726193522,54.09542589717628,55.141012756972856,55.75147416697949,56.352554811718285,56.658623002031554,57.232421666982056,57.42886096713116,57.80641291626942,57.47270386659703,57.74922604353684,57.437331259217515,56.78661299407043,56.14074228746004,54.6682166867765,51.04230965930802
49.92367920008414,50.59283137490183,53.736346121991346,54.87677019148837,55.34854538510753,55.441983131555034,55.43454635716964,55.019488596712804,55.12568337652367,54.86828458762355,54.4797157104044,54.065538051451576,53.45720635418249,52.8443298991389,52.271794368134266,51.80401166165973,51.423706921763745,50.60459857314392,50.53205254329665,50.57837202002923,50.60372942111785,51.60798553538355,50.78445942429259,51.29045059887958,51.90155142594566,52.39799818447099,52.822594830839826,52.91022342422967,80.23732713055449,91.01615116337035,42.14419939295737,41.52685756036786,52.75967484262766,53.54079613335788,30.277572046905536,49.39084740844601,52.765215442786726,52.753044426382914,52.76484782109384,52.60686600252579,52.350888801132854,52.1134751164895,51.88922861789425,51.93038287669853,52.20233649014833,52.45179416380027,52.71081507027925,52.773111791740305,53.58924215388512,54.20681717703851,54.9084864323065,55.50181862706799,56.162748623535215,56.6614436407761,57.30777432206497,57.49347440228952,57.64325605625984,57.53886269803064,57.42699999612959,57.05891068555032,56.65548159740585,55.806285055685485,54.240334448509145,50.6295783408451
